location,plot,cage,species,percent_cover,height_cm
swale,1,lifted,Hesperocnide tenella,,
swale,1,lifted,Hordeum murinum,,
swale,1,lifted,Horkelia cuneata ,,
swale,1,lifted,Hypochaeris glabra,,
swale,1,lifted,Lamarkia aurea,,
swale,1,lifted,Linanthus californicus,,
swale,1,lifted,Lotus strigosus,,
swale,1,lifted,Lupinus chamissonis,,
swale,1,lifted,Lupinus nipomensis,,
swale,1,lifted,Monardella ,,
swale,1,lifted,Mucronea californica,,
swale,1,lifted,Nuttallanthus texanus,,
swale,1,lifted,Phacelia douglasii,,
swale,1,lifted,Phacillia ramomissomum,,
swale,1,lifted,Pholisma arenarium,,
swale,1,lifted,Plagiobothrys nothofolvus,,
swale,1,lifted,Plantago erecta,,
swale,1,lifted,Plantago lanceolota,,
swale,1,lifted,Polycarpon tetraphyllum,,
swale,1,lifted,Pseudognaphalium bioletti,,
swale,1,lifted,Pseudognaphalium californicum,,
swale,1,lifted,Pseudognaphalium luteoalbum,,
swale,1,lifted,Rafinesquia californica,,
swale,1,lifted,Schismus arabicus,,
swale,1,lifted,Sencio californicus,,
swale,1,lifted,Toxicodendron diversilobum,,
swale,2,grounded,Abronia umbellata,,
swale,2,grounded,Achillea millefolium,,
swale,2,grounded,Acmispon glaber,,
swale,2,grounded,Ambrosia psilostachya,,
swale,2,grounded,Amsinkia spectabilis,60,50
swale,2,grounded,Brassica tournefortii,,
swale,2,grounded,Bromus diandrus,,
swale,2,grounded,Bromus hordeaceus,,
swale,2,grounded,Bromus madritensis,,
swale,2,grounded,Camissonia campestris,10,10
swale,2,grounded,Camissoniopsis micrantha,,
swale,2,grounded,Cardionema ramosissimum,,
swale,2,grounded,Castilleja affinis,,
swale,2,grounded,Chenipodium californicum,,
swale,2,grounded,Chorizanthe angustifolia,,
swale,2,grounded,Cirsium occidentale,,
swale,2,grounded,Claytonia perifolata,,
swale,2,grounded,Conicosia pugioniformis,1,5
swale,2,grounded,Corethrogyne filaginifolia,,
swale,2,grounded,Crassula connata,,
swale,2,grounded,Croton californicus,2,15
swale,2,grounded,Cryptantha clevelandii,1,10
swale,2,grounded,Cuscuta sp.,,
swale,2,grounded,Descurainia pinnata,,
swale,2,grounded,Dudleya lanceolata,,
swale,2,grounded,Erharta calycina,,
swale,2,grounded,Ericameria ericoides,,
swale,2,grounded,Eriogonum fasciculatum,,
swale,2,grounded,Eriogonum parvifolium,,
swale,2,grounded,Erodium botrys,,
swale,2,grounded,Erodium circutarium,5,20
swale,2,grounded,Erysimum insulare,,
swale,2,grounded,Festuca bromoides,,
swale,2,grounded,Festuca muyros,,
swale,2,grounded,Festuca perennis,,
swale,2,grounded,Frangula californica,,
swale,2,grounded,Hesperocnide tenella,,
swale,2,grounded,Hordeum murinum,,
swale,2,grounded,Horkelia cuneata ,,
swale,2,grounded,Hypochaeris glabra,,
swale,2,grounded,Lamarkia aurea,1,5
swale,2,grounded,Linanthus californicus,,
swale,2,grounded,Lotus strigosus,,
swale,2,grounded,Lupinus chamissonis,,
swale,2,grounded,Lupinus nipomensis,1,5
swale,2,grounded,Monardella ,,
swale,2,grounded,Mucronea californica,5,25
swale,2,grounded,Nuttallanthus texanus,2,30
swale,2,grounded,Phacelia douglasii,,
swale,2,grounded,Phacillia ramomissomum,,
swale,2,grounded,Pholisma arenarium,,
swale,2,grounded,Plagiobothrys nothofolvus,,
swale,2,grounded,Plantago erecta,,
swale,2,grounded,Plantago lanceolota,,
swale,2,grounded,Polycarpon tetraphyllum,,
swale,2,grounded,Pseudognaphalium bioletti,,
swale,2,grounded,Pseudognaphalium californicum,,
swale,2,grounded,Pseudognaphalium luteoalbum,,
swale,2,grounded,Rafinesquia californica,,
swale,2,grounded,Schismus arabicus,,
swale,2,grounded,Sencio californicus,,
swale,2,grounded,Toxicodendron diversilobum,,
swale,2,lifted,Abronia umbellata,4,5
swale,2,lifted,Achillea millefolium,,
swale,2,lifted,Acmispon glaber,,
swale,2,lifted,Ambrosia psilostachya,,
swale,2,lifted,Amsinkia spectabilis,15,50
swale,2,lifted,Brassica tournefortii,,
swale,2,lifted,Bromus diandrus,,
swale,2,lifted,Bromus hordeaceus,,
swale,2,lifted,Bromus madritensis,,
swale,2,lifted,Camissonia campestris,,
swale,2,lifted,Camissoniopsis micrantha,1,5
swale,2,lifted,Cardionema ramosissimum,2,3
swale,2,lifted,Castilleja affinis,,
swale,2,lifted,Chenipodium californicum,,
swale,2,lifted,Chorizanthe angustifolia,,
swale,2,lifted,Cirsium occidentale,,
swale,2,lifted,Claytonia perifolata,,
swale,2,lifted,Conicosia pugioniformis,1,5
swale,2,lifted,Corethrogyne filaginifolia,,
swale,2,lifted,Crassula connata,,
swale,2,lifted,Croton californicus,1,2
swale,2,lifted,Cryptantha clevelandii,1,10
swale,2,lifted,Cuscuta sp.,,
swale,2,lifted,Descurainia pinnata,,
swale,2,lifted,Dudleya lanceolata,,
swale,2,lifted,Erharta calycina,,
swale,2,lifted,Ericameria ericoides,,
swale,2,lifted,Eriogonum fasciculatum,,
swale,2,lifted,Eriogonum parvifolium,,
swale,2,lifted,Erodium botrys,,
swale,2,lifted,Erodium circutarium,2,10
swale,2,lifted,Erysimum insulare,,
swale,2,lifted,Festuca bromoides,,
swale,2,lifted,Festuca muyros,,
swale,2,lifted,Festuca perennis,,
swale,2,lifted,Frangula californica,,
swale,2,lifted,Hesperocnide tenella,,
swale,2,lifted,Hordeum murinum,,
swale,2,lifted,Horkelia cuneata ,,
swale,2,lifted,Hypochaeris glabra,,
swale,2,lifted,Lamarkia aurea,,
swale,2,lifted,Linanthus californicus,,
swale,2,lifted,Lotus strigosus,,
swale,2,lifted,Lupinus chamissonis,,
swale,2,lifted,Lupinus nipomensis,,
swale,2,lifted,Monardella ,,
swale,2,lifted,Mucronea californica,,
swale,2,lifted,Nuttallanthus texanus,2,5
swale,2,lifted,Phacelia douglasii,,
swale,2,lifted,Phacillia ramomissomum,,
swale,2,lifted,Pholisma arenarium,,
swale,2,lifted,Plagiobothrys nothofolvus,,
swale,2,lifted,Plantago erecta,,
swale,2,lifted,Plantago lanceolota,,
swale,2,lifted,Polycarpon tetraphyllum,,
swale,2,lifted,Pseudognaphalium bioletti,,
swale,2,lifted,Pseudognaphalium californicum,,
swale,2,lifted,Pseudognaphalium luteoalbum,,
swale,2,lifted,Rafinesquia californica,,
swale,2,lifted,Schismus arabicus,,
swale,2,lifted,Sencio californicus,,
swale,2,lifted,Toxicodendron diversilobum,,
swale,3,grounded,Abronia umbellata,,
swale,3,grounded,Achillea millefolium,,
swale,3,grounded,Acmispon glaber,,
swale,3,grounded,Ambrosia psilostachya,65,40
swale,3,grounded,Amsinkia spectabilis,,
swale,3,grounded,Brassica tournefortii,,
swale,3,grounded,Bromus diandrus,,
swale,3,grounded,Bromus hordeaceus,,
swale,3,grounded,Bromus madritensis,,
swale,3,grounded,Camissonia campestris,,
swale,3,grounded,Camissoniopsis micrantha,,
swale,3,grounded,Cardionema ramosissimum,,
swale,3,grounded,Castilleja affinis,,
swale,3,grounded,Chenipodium californicum,,
swale,3,grounded,Chorizanthe angustifolia,,
swale,3,grounded,Cirsium occidentale,,
swale,3,grounded,Claytonia perifolata,,
swale,3,grounded,Conicosia pugioniformis,,
swale,3,grounded,Corethrogyne filaginifolia,,
swale,3,grounded,Crassula connata,,
swale,3,grounded,Croton californicus,2,14
swale,3,grounded,Cryptantha clevelandii,,
swale,3,grounded,Cuscuta sp.,,
swale,3,grounded,Descurainia pinnata,3,25
swale,3,grounded,Dudleya lanceolata,,
swale,3,grounded,Erharta calycina,,
swale,3,grounded,Ericameria ericoides,,
swale,3,grounded,Eriogonum fasciculatum,,
swale,3,grounded,Eriogonum parvifolium,,
swale,3,grounded,Erodium botrys,,
swale,3,grounded,Erodium circutarium,,
swale,3,grounded,Erysimum insulare,,
swale,3,grounded,Festuca bromoides,,
swale,3,grounded,Festuca muyros,,
swale,3,grounded,Festuca perennis,,
swale,3,grounded,Frangula californica,,
swale,3,grounded,Hesperocnide tenella,,
swale,3,grounded,Hordeum murinum,,
swale,3,grounded,Horkelia cuneata ,,
swale,3,grounded,Hypochaeris glabra,,
swale,3,grounded,Lamarkia aurea,,
swale,3,grounded,Linanthus californicus,,
swale,3,grounded,Lotus strigosus,,
swale,3,grounded,Lupinus chamissonis,,
swale,3,grounded,Lupinus nipomensis,,
swale,3,grounded,Monardella ,,
swale,3,grounded,Mucronea californica,15,35
swale,3,grounded,Nuttallanthus texanus,,
swale,3,grounded,Phacelia douglasii,,
swale,3,grounded,Phacillia ramomissomum,,
swale,3,grounded,Pholisma arenarium,,
swale,3,grounded,Plagiobothrys nothofolvus,,
swale,3,grounded,Plantago erecta,,
swale,3,grounded,Plantago lanceolota,,
swale,3,grounded,Polycarpon tetraphyllum,,
swale,3,grounded,Pseudognaphalium bioletti,,
swale,3,grounded,Pseudognaphalium californicum,,
swale,3,grounded,Pseudognaphalium luteoalbum,,
swale,3,grounded,Rafinesquia californica,,
swale,3,grounded,Schismus arabicus,,
swale,3,grounded,Sencio californicus,,
swale,3,grounded,Toxicodendron diversilobum,,
swale,3,lifted,Abronia umbellata,,
swale,3,lifted,Achillea millefolium,,
swale,3,lifted,Acmispon glaber,,
swale,3,lifted,Ambrosia psilostachya,20,40
swale,3,lifted,Amsinkia spectabilis,,
swale,3,lifted,Brassica tournefortii,,
swale,3,lifted,Bromus diandrus,,
swale,3,lifted,Bromus hordeaceus,,
swale,3,lifted,Bromus madritensis,,
swale,3,lifted,Camissonia campestris,,
swale,3,lifted,Camissoniopsis micrantha,,
swale,3,lifted,Cardionema ramosissimum,2,2
swale,3,lifted,Castilleja affinis,,
swale,3,lifted,Chenipodium californicum,,
swale,3,lifted,Chorizanthe angustifolia,,
swale,3,lifted,Cirsium occidentale,,
swale,3,lifted,Claytonia perifolata,,
swale,3,lifted,Conicosia pugioniformis,,
swale,3,lifted,Corethrogyne filaginifolia,,
swale,3,lifted,Crassula connata,1,3
swale,3,lifted,Croton californicus,,
swale,3,lifted,Cryptantha clevelandii,5,25
swale,3,lifted,Cuscuta sp.,,
swale,3,lifted,Descurainia pinnata,,
swale,3,lifted,Dudleya lanceolata,,
swale,3,lifted,Erharta calycina,,
swale,3,lifted,Ericameria ericoides,,
swale,3,lifted,Eriogonum fasciculatum,,
swale,3,lifted,Eriogonum parvifolium,,
swale,3,lifted,Erodium botrys,,
swale,3,lifted,Erodium circutarium,,
swale,3,lifted,Erysimum insulare,,
swale,3,lifted,Festuca bromoides,,
swale,3,lifted,Festuca muyros,,
swale,3,lifted,Festuca perennis,,
swale,3,lifted,Frangula californica,,
swale,3,lifted,Hesperocnide tenella,,
swale,3,lifted,Hordeum murinum,,
swale,3,lifted,Horkelia cuneata ,,
swale,3,lifted,Hypochaeris glabra,,
swale,3,lifted,Lamarkia aurea,,
swale,3,lifted,Linanthus californicus,,
swale,3,lifted,Lotus strigosus,,
swale,3,lifted,Lupinus chamissonis,,
swale,3,lifted,Lupinus nipomensis,,
swale,3,lifted,Monardella ,,
swale,3,lifted,Mucronea californica,10,5
swale,3,lifted,Nuttallanthus texanus,,
swale,3,lifted,Phacelia douglasii,,
swale,3,lifted,Phacillia ramomissomum,,
swale,3,lifted,Pholisma arenarium,,
swale,3,lifted,Plagiobothrys nothofolvus,,
swale,3,lifted,Plantago erecta,,
swale,3,lifted,Plantago lanceolota,,
swale,3,lifted,Polycarpon tetraphyllum,,
swale,3,lifted,Pseudognaphalium bioletti,,
swale,3,lifted,Pseudognaphalium californicum,,
swale,3,lifted,Pseudognaphalium luteoalbum,,
swale,3,lifted,Rafinesquia californica,,
swale,3,lifted,Schismus arabicus,,
swale,3,lifted,Sencio californicus,,
swale,3,lifted,Toxicodendron diversilobum,,
swale,4,grounded,Abronia umbellata,2,10
swale,4,grounded,Achillea millefolium,,
swale,4,grounded,Acmispon glaber,,
swale,4,grounded,Ambrosia psilostachya,,
swale,4,grounded,Amsinkia spectabilis,50,40
swale,4,grounded,Brassica tournefortii,,
swale,4,grounded,Bromus diandrus,,
swale,4,grounded,Bromus hordeaceus,,
swale,4,grounded,Bromus madritensis,1,20
swale,4,grounded,Camissonia campestris,2,3
swale,4,grounded,Camissoniopsis micrantha,,
swale,4,grounded,Cardionema ramosissimum,2,2
swale,4,grounded,Castilleja affinis,,
swale,4,grounded,Chenipodium californicum,,
swale,4,grounded,Chorizanthe angustifolia,,
swale,4,grounded,Cirsium occidentale,,
swale,4,grounded,Claytonia perifolata,,
swale,4,grounded,Conicosia pugioniformis,1,5
swale,4,grounded,Corethrogyne filaginifolia,,
swale,4,grounded,Crassula connata,1,5
swale,4,grounded,Croton californicus,,
swale,4,grounded,Cryptantha clevelandii,3,20
swale,4,grounded,Cuscuta sp.,,
swale,4,grounded,Descurainia pinnata,20,20
swale,4,grounded,Dudleya lanceolata,,
swale,4,grounded,Erharta calycina,,
swale,4,grounded,Ericameria ericoides,,
swale,4,grounded,Eriogonum fasciculatum,,
swale,4,grounded,Eriogonum parvifolium,,5
swale,4,grounded,Erodium botrys,,
swale,4,grounded,Erodium circutarium,,
swale,4,grounded,Erysimum insulare,,
swale,4,grounded,Festuca bromoides,,
swale,4,grounded,Festuca muyros,,
swale,4,grounded,Festuca perennis,,
swale,4,grounded,Frangula californica,,
swale,4,grounded,Hesperocnide tenella,,
swale,4,grounded,Hordeum murinum,,
swale,4,grounded,Horkelia cuneata ,,
swale,4,grounded,Hypochaeris glabra,,
swale,4,grounded,Lamarkia aurea,,
swale,4,grounded,Linanthus californicus,,
swale,4,grounded,Lotus strigosus,,
swale,4,grounded,Lupinus chamissonis,,
swale,4,grounded,Lupinus nipomensis,,
swale,4,grounded,Monardella ,,
swale,4,grounded,Mucronea californica,,
swale,4,grounded,Nuttallanthus texanus,,
swale,4,grounded,Phacelia douglasii,,
swale,4,grounded,Phacillia ramomissomum,,
swale,4,grounded,Pholisma arenarium,,
swale,4,grounded,Plagiobothrys nothofolvus,,
swale,4,grounded,Plantago erecta,,
swale,4,grounded,Plantago lanceolota,,
swale,4,grounded,Polycarpon tetraphyllum,,
swale,4,grounded,Pseudognaphalium bioletti,,
swale,4,grounded,Pseudognaphalium californicum,,
swale,4,grounded,Pseudognaphalium luteoalbum,,
swale,4,grounded,Rafinesquia californica,,
swale,4,grounded,Schismus arabicus,,
swale,4,grounded,Sencio californicus,,
swale,4,grounded,Toxicodendron diversilobum,,
swale,4,lifted,Abronia umbellata,,
swale,4,lifted,Achillea millefolium,,
swale,4,lifted,Acmispon glaber,,
swale,4,lifted,Ambrosia psilostachya,,
swale,4,lifted,Amsinkia spectabilis,5,40
swale,4,lifted,Brassica tournefortii,,
swale,4,lifted,Bromus diandrus,,
swale,4,lifted,Bromus hordeaceus,,
swale,4,lifted,Bromus madritensis,,
swale,4,lifted,Camissonia campestris,,
swale,4,lifted,Camissoniopsis micrantha,,
swale,4,lifted,Cardionema ramosissimum,,
swale,4,lifted,Castilleja affinis,,
swale,4,lifted,Chenipodium californicum,,
swale,4,lifted,Chorizanthe angustifolia,,
swale,4,lifted,Cirsium occidentale,,
swale,4,lifted,Claytonia perifolata,,
swale,4,lifted,Conicosia pugioniformis,,
swale,4,lifted,Corethrogyne filaginifolia,,
swale,4,lifted,Crassula connata,1,5
swale,4,lifted,Croton californicus,,
swale,4,lifted,Cryptantha clevelandii,3,20
swale,4,lifted,Cuscuta sp.,,
swale,4,lifted,Descurainia pinnata,1,5
swale,4,lifted,Dudleya lanceolata,,
swale,4,lifted,Erharta calycina,,
swale,4,lifted,Ericameria ericoides,,
swale,4,lifted,Eriogonum fasciculatum,,
swale,4,lifted,Eriogonum parvifolium,,
swale,4,lifted,Erodium botrys,,
swale,4,lifted,Erodium circutarium,,
swale,4,lifted,Erysimum insulare,,
swale,4,lifted,Festuca bromoides,,
swale,4,lifted,Festuca muyros,,
swale,4,lifted,Festuca perennis,,
swale,4,lifted,Frangula californica,,
swale,4,lifted,Hesperocnide tenella,,
swale,4,lifted,Hordeum murinum,,
swale,4,lifted,Horkelia cuneata ,,
swale,4,lifted,Hypochaeris glabra,,
swale,4,lifted,Lamarkia aurea,,
swale,4,lifted,Linanthus californicus,,
swale,4,lifted,Lotus strigosus,,
swale,4,lifted,Lupinus chamissonis,,
swale,4,lifted,Lupinus nipomensis,,
swale,4,lifted,Monardella ,,
swale,4,lifted,Mucronea californica,,
swale,4,lifted,Nuttallanthus texanus,,
swale,4,lifted,Phacelia douglasii,,
swale,4,lifted,Phacillia ramomissomum,,
swale,4,lifted,Pholisma arenarium,,
swale,4,lifted,Plagiobothrys nothofolvus,,
swale,4,lifted,Plantago erecta,,
swale,4,lifted,Plantago lanceolota,,
swale,4,lifted,Polycarpon tetraphyllum,,
swale,4,lifted,Pseudognaphalium bioletti,,
swale,4,lifted,Pseudognaphalium californicum,,
swale,4,lifted,Pseudognaphalium luteoalbum,,
swale,4,lifted,Rafinesquia californica,,
swale,4,lifted,Schismus arabicus,,
swale,4,lifted,Sencio californicus,,
swale,4,lifted,Toxicodendron diversilobum,,
swale,5,grounded,Abronia umbellata,,
swale,5,grounded,Achillea millefolium,,
swale,5,grounded,Acmispon glaber,,
swale,5,grounded,Ambrosia psilostachya,,
swale,5,grounded,Amsinkia spectabilis,35,40
swale,5,grounded,Brassica tournefortii,,
swale,5,grounded,Bromus diandrus,,
swale,5,grounded,Bromus hordeaceus,,
swale,5,grounded,Bromus madritensis,,
swale,5,grounded,Camissonia campestris,2,3
swale,5,grounded,Camissoniopsis micrantha,8,15
swale,5,grounded,Cardionema ramosissimum,,
swale,5,grounded,Castilleja affinis,,
swale,5,grounded,Chenipodium californicum,,
swale,5,grounded,Chorizanthe angustifolia,,
swale,5,grounded,Cirsium occidentale,,
swale,5,grounded,Claytonia perifolata,,
swale,5,grounded,Conicosia pugioniformis,4,15
swale,5,grounded,Corethrogyne filaginifolia,1,30
swale,5,grounded,Crassula connata,2,3
swale,5,grounded,Croton californicus,2,15
swale,5,grounded,Cryptantha clevelandii,,
swale,5,grounded,Cuscuta sp.,,
swale,5,grounded,Descurainia pinnata,10,335
swale,5,grounded,Dudleya lanceolata,,
swale,5,grounded,Erharta calycina,,
swale,5,grounded,Ericameria ericoides,,
swale,5,grounded,Eriogonum fasciculatum,,
swale,5,grounded,Eriogonum parvifolium,,
swale,5,grounded,Erodium botrys,,
swale,5,grounded,Erodium circutarium,,
swale,5,grounded,Erysimum insulare,,
swale,5,grounded,Festuca bromoides,,
swale,5,grounded,Festuca muyros,,
swale,5,grounded,Festuca perennis,,
swale,5,grounded,Frangula californica,,
swale,5,grounded,Hesperocnide tenella,,
swale,5,grounded,Hordeum murinum,,
swale,5,grounded,Horkelia cuneata ,,
swale,5,grounded,Hypochaeris glabra,,
swale,5,grounded,Lamarkia aurea,,
swale,5,grounded,Linanthus californicus,1,5
swale,5,grounded,Lotus strigosus,,
swale,5,grounded,Lupinus chamissonis,,
swale,5,grounded,Lupinus nipomensis,1,10
swale,5,grounded,Monardella ,,
swale,5,grounded,Mucronea californica,,
swale,5,grounded,Nuttallanthus texanus,,
swale,5,grounded,Phacelia douglasii,,
swale,5,grounded,Phacillia ramomissomum,,
swale,5,grounded,Pholisma arenarium,,
swale,5,grounded,Plagiobothrys nothofolvus,,
swale,5,grounded,Plantago erecta,,
swale,5,grounded,Plantago lanceolota,,
swale,5,grounded,Polycarpon tetraphyllum,1,2
swale,5,grounded,Pseudognaphalium bioletti,,
swale,5,grounded,Pseudognaphalium californicum,,
swale,5,grounded,Pseudognaphalium luteoalbum,,
swale,5,grounded,Rafinesquia californica,,
swale,5,grounded,Schismus arabicus,,
swale,5,grounded,Sencio californicus,,
swale,5,grounded,Toxicodendron diversilobum,,
swale,5,lifted,Abronia umbellata,,
swale,5,lifted,Achillea millefolium,,
swale,5,lifted,Acmispon glaber,,
swale,5,lifted,Ambrosia psilostachya,,
swale,5,lifted,Amsinkia spectabilis,5,25
swale,5,lifted,Brassica tournefortii,,
swale,5,lifted,Bromus diandrus,,
swale,5,lifted,Bromus hordeaceus,,
swale,5,lifted,Bromus madritensis,,
swale,5,lifted,Camissonia campestris,,
swale,5,lifted,Camissoniopsis micrantha,2,10
swale,5,lifted,Cardionema ramosissimum,,
swale,5,lifted,Castilleja affinis,,
swale,5,lifted,Chenipodium californicum,,
swale,5,lifted,Chorizanthe angustifolia,,
swale,5,lifted,Cirsium occidentale,,
swale,5,lifted,Claytonia perifolata,8,5
swale,5,lifted,Conicosia pugioniformis,2,15
swale,5,lifted,Corethrogyne filaginifolia,,
swale,5,lifted,Crassula connata,,
swale,5,lifted,Croton californicus,,
swale,5,lifted,Cryptantha clevelandii,5,15
swale,5,lifted,Cuscuta sp.,,
swale,5,lifted,Descurainia pinnata,,
swale,5,lifted,Dudleya lanceolata,,
swale,5,lifted,Erharta calycina,,
swale,5,lifted,Ericameria ericoides,,
swale,5,lifted,Eriogonum fasciculatum,,
swale,5,lifted,Eriogonum parvifolium,,
swale,5,lifted,Erodium botrys,,
swale,5,lifted,Erodium circutarium,,
swale,5,lifted,Erysimum insulare,,
swale,5,lifted,Festuca bromoides,,
swale,5,lifted,Festuca muyros,,
swale,5,lifted,Festuca perennis,,
swale,5,lifted,Frangula californica,,
swale,5,lifted,Hesperocnide tenella,,
swale,5,lifted,Hordeum murinum,,
swale,5,lifted,Horkelia cuneata ,,
swale,5,lifted,Hypochaeris glabra,,
swale,5,lifted,Lamarkia aurea,,
swale,5,lifted,Linanthus californicus,,
swale,5,lifted,Lotus strigosus,,
swale,5,lifted,Lupinus chamissonis,,
swale,5,lifted,Lupinus nipomensis,,
swale,5,lifted,Monardella ,,
swale,5,lifted,Mucronea californica,,
swale,5,lifted,Nuttallanthus texanus,,
swale,5,lifted,Phacelia douglasii,,
swale,5,lifted,Phacillia ramomissomum,,
swale,5,lifted,Pholisma arenarium,,
swale,5,lifted,Plagiobothrys nothofolvus,,
swale,5,lifted,Plantago erecta,,
swale,5,lifted,Plantago lanceolota,,
swale,5,lifted,Polycarpon tetraphyllum,,
swale,5,lifted,Pseudognaphalium bioletti,,
swale,5,lifted,Pseudognaphalium californicum,,
swale,5,lifted,Pseudognaphalium luteoalbum,,
swale,5,lifted,Rafinesquia californica,,
swale,5,lifted,Schismus arabicus,,
swale,5,lifted,Sencio californicus,,
swale,5,lifted,Toxicodendron diversilobum,,
