Slope,rep,Topo,Aspect,current.year,start.year,sowing.year,cage,lifted,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseedpods,avgseedpods,proportionseeded,sdays,daysseeding,finalseedbank,nativebiomass,nonnativebiomass,nativecover,nonnativecover,avg_nonnative_height,avg_native_height,ercacover,ph,som,ec,nitrogen,carbon,bulkdensity,march.soil.percent.water.content,jan.avg.vwc,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
steep,2,South Steep,south,5,1,2014,big,no,Caged,No Herbivory,38,0,0,0,0.00%,no,,,,,,38,,,43,40,,,0,6.49,2.068,29.65,0.028855335,0.20495255,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
ridge,3,No.aspect Ridge,no.aspect,5,1,2014,small,no,Caged,No Herbivory,38,0,0,0,0.00%,no,,,,,,38,,,43,8,,,1,6.46,4.325,26.65,0.056994475,0.7098949,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,5,South Gentle,south,5,2,2015,big,no,Caged,No Herbivory,31,0,0,0,0.00%,no,0,0,,,,31,,,42,0,,,0,5.555,1.2,23.95,0.02659348,0.5780991,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,4,South Steep,south,5,2,2015,small,no,Caged,Mild,205,9,3,7,4.39%,yes,326,54.33333333,66.6666667,68,24.83333,848,,,42,33,,,0,6.335,3.31,66.35,0.052005475,0.3698053,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,4,South Gentle,south,5,2,2015,big,no,Caged,No Herbivory,26,0,0,0,0.00%,no,0,0,,,,26,,,41,7,,,5,5.88,2.295,19.75,0.079195345,1.0552516,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,2,South Steep,south,5,1,2014,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,,,,,,28,,,40,0,,,0,6.745,1.356,13.5,0.019222375,0,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,4,South Gentle,south,5,2,2015,none,no,No Cage,No Herbivory,31,0,0,0,0.00%,no,0,0,,,,31,,,39,0,,,0,5.94,1.905,39.65,0.080843045,1.1533976,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,3,North Steep,north,5,2,2015,small,no,Caged,No Herbivory,28,0,0,0,0.00%,no,,,,,,28,,,39,55,,,15,6.785,6.4,31.55,0.04034082,1.5241305,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,5,South Gentle,south,5,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,37,5,,,3,5.38,2.855,25.55,0,0.5956499,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
swale,4,No.aspect Swale,no.aspect,5,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,,,,,,39,,,36,10,,,0,6.175,2.545,32.2,0.024426855,0.76217225,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
swale,2,No.aspect Swale,no.aspect,5,1,2014,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,,,,,,37,,,35,0,,,0,5.835,1.02,26.9,0.025871695,0.47099525,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
swale,6,No.aspect Swale,no.aspect,5,2,2015,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,,,,,,35,,,29,20,,,0,7.415,1.85,32.8,0.063681345,0.4955881,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,4,South Steep,south,5,2,2015,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,,,,,,28,,,29,25,,,0,6.8,2.345,34.85,0.016962155,1.06648055,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,6,South Steep,south,5,2,2015,big,no,Caged,Mild,260,5,3,2,1.92%,yes,9,4.5,40,57,8,273,,,29,7,,,0,6.295,3.415,26.9,0.04098806,0.29874805,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
swale,6,No.aspect Swale,no.aspect,5,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,,,,,,35,,,23,1,,,0,6.815,2.1955,30.9,0.076410345,0.65390695,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,3,South Steep,south,5,1,2014,big,no,Caged,No Herbivory,132,0,0,0,0.00%,yes,,,,,,132,,,23,25,,,0,5.74,1.818,31.4,0.03967767,0.6011692,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,3,North Steep,north,5,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,,,,,,39,,,20,5,,,0,5.565,3.605,32.65,0,0.52013245,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
swale,5,No.aspect Swale,no.aspect,5,2,2015,big,no,Caged,No Herbivory,37,0,0,0,0.00%,yes,,,,,,37,,,19,55,,,5,6.25,4.731,26.75,0.0408588,1.25105595,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,6,South Steep,south,5,2,2015,small,no,Caged,No Herbivory,29,0,0,0,0.00%,no,,,,,,29,,,16,22,,,2,6.905,3.605,16.8,0.033586855,0.122796,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
steep,3,South Steep,south,5,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,,,,,,34,,,10,1,,,0,6.02,1.589,34.5,0.01708491,0.29584435,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,2,South Gentle,south,5,1,2014,big,no,Caged,No Herbivory,39,0,0,0,0.00%,no,,,,,,39,,,3,0,,,0,6.05,4.71,35.55,0.084710795,1.0261715,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,6,South Gentle,south,5,2,2015,none,no,No Cage,No Herbivory,107,0,0,0,0.00%,yes,0,0,,,,107,,,,,,,,5.955,2.84,57.95,0.051315255,0.4244537,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
ridge,3,No.aspect Ridge,no.aspect,5,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,,,,,,34,,,,,,,,6.195,4.705,31.45,0.087311655,0.77844155,,,,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318
gentle,1,South Gentle,south,4,1,2014,none,no,No Cage,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.2,2.43,29.55,0.05107025,0.41182745,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,1,South Gentle,south,4,1,2014,big,no,Caged,No Herbivory,77,0,0,0,0.00%,yes,0,0,,,,77,,,,,,,,5.97,3.1305,29.4,0.034872385,0.2726921,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,1,South Gentle,south,4,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.665,2.7,48.7,0.02351763,0.59764135,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,2014,none,no,No Cage,No Herbivory,163,0,0,0,0.00%,yes,0,0,,,,163,,,,,,,,6.05,3.335,31.9,0.071009595,0.9018188,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,2014,big,no,Caged,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.05,4.71,35.55,0.084710795,1.0261715,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,2014,small,no,Caged,No Herbivory,253,0,0,0,0.00%,yes,0,0,,,,253,,,,,,,,6.04,5.965,39.7,0.10647238,1.785604,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,2014,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.49,4.585,40,0.088741215,1.1707635,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,2014,big,no,Caged,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.545,3.475,24.55,0.049255829,0.68140035,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,2014,small,no,Caged,No Herbivory,534,0,0,0,0.00%,yes,0,0,,,,534,,,,,,,,5.28,2.4095,30.8,0.02624376,0.6555965,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,123,0,0,0,0.00%,yes,0,0,,,,123,,,,,,,,5.6,3.26,17,0.077025355,0.778946,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,2014,big,no,Caged,No Herbivory,162,0,0,0,0.00%,yes,0,0,,,,162,,,,,,,,6.005,5.795,47.75,0.0808851,1.63661885,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,2014,small,no,Caged,No Herbivory,688,5,5,0,0.73%,yes,0,0,0,,,683,,,,,,,,6.2,3.104,30.65,0,0.69382165,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,36,0,0,0,0.00%,no,0,0,,,,36,,,,,,,,6.29,3.87,38.45,0,0.9661617,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.48,6.8,51.1,0.079254195,1.03387125,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,2014,small,no,Caged,No Herbivory,41,0,0,0,0.00%,yes,0,0,,,,41,,,,,,,,6.625,0.575,40.05,0.033405905,0.4886722,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.195,4.705,31.45,0.087311655,0.77844155,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,2014,big,no,Caged,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,6.24,3.43,40.15,0,0.7859843,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,2014,small,no,Caged,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.46,4.325,26.65,0.056994475,0.7098949,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.67,0.9735,17.9,0.029109955,0.29065965,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,2014,big,no,Caged,No Herbivory,36,0,0,0,0.00%,yes,0,0,,,,36,,,,,,,,6.61,1.9245,6.35,0.025188235,0.12230563,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,2014,small,no,Caged,No Herbivory,25,0,0,0,0.00%,no,0,0,,,,25,,,,,,,,6.345,2.396,11.7,0.026917945,0.26728505,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,2014,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.745,1.356,13.5,0.019222375,0,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,2014,big,no,Caged,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.49,2.068,29.65,0.028855335,0.20495255,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,2014,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.64,1.107,18.25,0.047090505,0.31778755,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.02,1.589,34.5,0.01708491,0.29584435,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,2014,big,no,Caged,No Herbivory,132,0,0,0,0.00%,yes,0,0,,,,132,,,,,,,,5.74,1.818,31.4,0.03967767,0.6011692,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,2014,small,no,Caged,No Herbivory,33,0,0,0,0.00%,no,0,0,,,,33,,,,,,,,6.935,2.37,17.75,0.05470376,0.9791892,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.29,2.4342,23.75,0.02079592,1.0641207,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,2014,big,no,Caged,No Herbivory,32,0,0,0,0.00%,no,0,0,,,,32,,,,,,,,5.015,2.892,46.25,0,0.9144148,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,2014,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.72,4.50555,33.45,0.07135144,2.644816,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.835,1.02,26.9,0.025871695,0.47099525,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,2014,big,no,Caged,No Herbivory,33,0,0,0,0.00%,no,0,0,,,,33,,,,,,,,6.465,1.915,23.7,0.04445328,0.3876331,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,2014,small,no,Caged,No Herbivory,42,0,0,0,0.00%,yes,0,0,,,,42,,,,,,,,6.075,1.9,39.9,0.06904331,0.8546079,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,2014,none,no,No Cage,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,7.52,1.7475,38.85,0.02187346,0.6397984,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,2014,big,no,Caged,Severe,318,3,2,1,0.94%,yes,3,3,33.33333333,105,15,321,,,,,,,,5.855,1.3555,23.5,0.01921891,0.5112983,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,2014,small,no,Caged,Mild,564,22,20,2,3.90%,yes,30,10,9.090909091,126.5,6.5,602,,,,,,,,6.3,3.81,14,0.058379525,0.5739372,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,4,2,2015,none,no,No Cage,No Herbivory,31,0,0,0,0.00%,no,0,0,,,,31,,,,,,,,5.94,1.905,39.65,0.080843045,1.1533976,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,4,2,2015,big,no,Caged,No Herbivory,26,0,0,0,0.00%,no,0,0,,,,26,,,,,,,,5.88,2.295,19.75,0.079195345,1.0552516,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,4,2,2015,small,no,Caged,No Herbivory,29,0,0,0,0.00%,no,0,0,,,,29,,,,,,,,5.465,2.375,33.75,0.0195615,0.5656115,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.38,2.855,25.55,0,0.5956499,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,2015,big,no,Caged,No Herbivory,31,0,0,0,0.00%,no,0,0,,,,31,,,,,,,,5.555,1.2,23.95,0.02659348,0.5780991,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,2015,small,no,Caged,No Herbivory,57,0,0,0,0.00%,yes,0,0,,,,57,,,,,,,,6.01,3.43,21.3,0.048114535,0.42993585,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,2015,none,no,No Cage,No Herbivory,107,0,0,0,0.00%,yes,0,0,,,,107,,,,,,,,5.955,2.84,57.95,0.051315255,0.4244537,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,2015,big,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.03,1.93,16.55,0.044332955,0.4225639,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,2015,small,no,Caged,No Herbivory,33,0,0,0,0.00%,no,0,0,,,,33,,,,,,,,5.475,1.5555,30.7,0.029418635,0.53300175,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,2015,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.8,2.345,34.85,0.016962155,1.06648055,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,2015,big,no,Caged,No Herbivory,76,2,2,0,2.63%,yes,0,0,0,,,74,,,,,,,,5.99,2.95,32.8,0.039004985,0.5322551,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,2015,small,no,Caged,Mild,108,1,0,1,0.93%,yes,49,49,100,77,27,205,,,,,,,,6.335,3.31,66.35,0.052005475,0.3698053,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,2015,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.395,2.05,18.5,0.05563932,0.3601587,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,2015,big,no,Caged,Mild,300,3,0,3,1.00%,yes,119,39.66667,100,34,28,535,,,,,,,,6.45,2.84,34.05,0.05428337,0.62390005,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,2015,small,no,Caged,No Herbivory,50,0,0,0,0.00%,yes,0,0,,,,50,,,,,,,,5.505,5.545,56.05,0,0.8642285,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,2015,none,no,No Cage,No Herbivory,25,0,0,0,0.00%,no,0,0,,,,25,,,,,,,,7.05,2.58,16.25,0.03024732,0.13758615,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,2015,big,no,Caged,No Herbivory,260,0,0,0,0.00%,yes,0,0,,,,260,,,,,,,,6.295,3.415,26.9,0.04098806,0.29874805,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,2015,small,no,Caged,No Herbivory,29,0,0,0,0.00%,no,0,0,,,,29,,,,,,,,6.905,3.605,16.8,0.033586855,0.122796,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,North Steep,north,4,2,2015,none,no,No Cage,No Herbivory,36,1,1,0,2.78%,yes,0,0,0,,,35,,,,,,,,6.29,2.665,15.95,0.03640489,0.2277488,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,North Steep,north,4,2,2015,big,no,Caged,No Herbivory,562,0,0,0,0.00%,yes,0,0,,,,562,,,,,,,,6.145,5.545,21.75,0.044625775,0.7734109,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
